id,type,text1,text2,text3,notes
station_garnir_luddic_church,CUSTOM,"Станция, первоначально построенная компанией ""Эридани-Утопия"" для координации добычи летучих веществ для масштабных проектов терраформирования, была захвачена ""рыцарями"", миссионерами, паломниками Ладдита, ищущими жизнь безвинных действий и ясность цели. Законы Церкви Галактического Искупления должны соблюдаться теми, кто хочет избежать покаяния на борту станции, но те, кто готов придерживаться учения Ладда, будут тепло встречены теми, кто служит Его воле. Торговля регулируется, и запасы всегда поддерживаются для тех, кто находится в городах-генераторах внизу: новые паровые ядра и ящики с припасами, такими как продовольствие, материалы и топливо, чтобы не только поддерживать, но и расширять мерцающие огни человечества в аммиачных бурях. Колонисты собираются в камбузе и развлекательных залах, держа личные вещи при себе, либо спускаясь к новой жизни, полной упорства, либо отправляясь в паломничество к одному из святых мест в секторе.",,,
station_garnir_luddic_path,CUSTOM,"Станция, первоначально построенная компанией ""Эридани-Утопия"" для координации добычи летучих веществ для масштабных проектов терраформирования, была захвачена ""крестоносцами"", террористами, радикалами, стремящимися установить свою форму закона в секторе, с кольчугой и винтовкой для обеспечения воли Ладда. Здесь действует закон Истинного Пути, где нужно уважать строгие учения Пути Ладда, если хочешь пережить свое пребывание, не говоря уже о том, чтобы добиться успеха в прибыльных сделках с жителями станции, обмене информацией или продаже трофеев. Те, кто ищет углубленное обучение по окружающей среде на планете внизу, готовятся, закаляются и цитируют стихи.",,,
station_garnir_persean,CUSTOM,"Станция, первоначально построенная компанией ""Эридани-Утопия"" для координации добычи летучих веществ для масштабных проектов терраформирования, была захвачена наемной компанией ""Уткинский полк"". Эти почтенные люди из Казерона с гордостью поддерживают свою власть над Гарниром и со всей серьезностью относятся к своей ответственности за его продуктивность. Законы Лиги строго соблюдаются на станции, и между размещенными здесь солдатами налажена четкая координация, что и подобает тем, кто обучен Казероном. Пока посетители соблюдают законы Лиги и проявляют обычную вежливость, двери открыты для торговли товарами и информацией. Шахтеры, работающие на лунах Барада, собираются здесь, чтобы продать свой улов, обменяться небылицами и просто отдохнуть.",,,
station_garnir_sindrian_diktat,CUSTOM,"Станция, первоначально построенная компанией ""Эридани-Утопия"" для координации добычи летучих веществ для масштабных проектов терраформирования, была захвачена ""революционерами"", министерскими чиновниками, диктаторскими клерками, которые безоговорочно служат своим департаментам и тайно собирают информацию о своих коллегах по указанию своих кураторов, стоящих выше в иерархии их министерства. Министерство труда занимает большую часть офисных помещений на борту, координируя усилия не только на Гарнире, но и во всей системе. Тех, кто соблюдает строгий закон диктата, ждет неохотный прием, и любой запрос на обмен информацией или припасами будет встречен вопросами об их лояльности. Паранойя царит не только среди заключенных, ожидающих приговора за добычу летучих веществ, но и бушует среди их охранников и клерков станции, подвергая опасности всех находящихся на борту.",,,
station_garnir_tritachyon,CUSTOM,"Станция, первоначально построенная компанией ""Эридани-Утопия"" для координации добычи летучих веществ для масштабных проектов терраформирования, была захвачена ""новаторами"", корпоративистами, сотрудниками, которые ищут тихое место с небольшим интересом к офисной политике, просто мирное задание по наблюдению за мониторами, пока должники выплачивают свои долги компании. В дополнение к строгому набору корпоративных правил, необходимо помнить о негласных правилах бравады и позерства, если вы хотите добиться успеха в общении с представительной, но безжалостной управленческой кастой. Должников можно найти в ""исправительном изоляторе"", наблюдающих за своими тюремщиками и высматривающих их маршруты.",,,
station_garnir_neutral,CUSTOM,"Станция, первоначально построенная компанией ""Эридани-Утопия"" для координации добычи летучих веществ для масштабных проектов терраформирования, захвачена вакуумом, ее корпус разбит, а падальщики ищут ценные компоненты и проводку, которую пропустили те, кто был до них. На этой мертвой станции нет законов, а есть неписаный свод правил, касающихся прав на спасение и уважительного отношения к пространству, которое другие старатели предоставляют, когда они приступают к своей работе. Информация о заброшенных терминалах, ценных безделушках, все еще зажатых в замерзших руках их мертвых владельцев, поскольку операции по спасению продолжаются, скоро этот разрушенный дом превратится лишь в свой голый фундамент, вращающийся в полуночной могиле.",,,
,,,,,
planet_barad_hegemony,CUSTOM,"В основном состоит из газов водорода и гелия. Температура и давление в ядре экстремальные, но недостаточные для поддержания дейтериевого синтеза, который превратил бы планету в коричневый карлик. Военно-морская администрация проводит регулярные летные тренировки в условиях суровой погоды в его глубинах, где пилоты-асы учатся избегать смертоносных штормов и гипертурбулентности. Многие перспективные офицеры флота начинают свою карьеру в качестве командиров звеньев в этих опасных тренировках, часто сближаясь во время игр в нетбол в свободное время между тем, как рискуют всем, чтобы стать флотскими пилотами.",,,
planet_barad_independent,CUSTOM,"В основном состоит из газов водорода и гелия. Температура и давление в ядре экстремальные, но недостаточные для поддержания дейтериевого синтеза, который превратил бы планету в коричневый карлик. Различные туристические предприятия предлагают доступные пакеты для тех, кто ищет приключений и чудес, от исследования давно мертвых крейсеров до имитации сражений в небольшом масштабе.",,,
planet_barad_luddic_church,CUSTOM,"В основном состоит из газов водорода и гелия. Температура и давление в ядре экстремальные, но недостаточные для поддержания дейтериевого синтеза, который превратил бы планету в коричневый карлик. ""Мерцающая игла"" - это огромный разросшийся комплекс с различными комнатными модулями, прикрепленными в хаотичном порядке; в результате получается зверь с волнистыми конечностями, жизнь которого состоит из множества искр внутри, пересекающих великого гиганта Барада. Шахтеры молятся перед уходом, зная, что и Ладд, и огни их загроможденного дома приведут их в безопасность.",,,
planet_barad_luddic_path,CUSTOM,"В основном состоит из газов водорода и гелия. Температура и давление в ядре экстремальные, но недостаточные для поддержания дейтериевого синтеза, который превратил бы планету в коричневый карлик. Снос вышедших из строя станций и заброшенных фрегатов - обычное зрелище для тех, кто направляет датчики на Барад; пилоты учатся относиться к своему кораблю как к продолжению своего тела, а молодые новобранцы учатся прорываться и зачищать различные вражеские среды.",,,
planet_barad_persean,CUSTOM,"В основном состоит из газов водорода и гелия. Температура и давление в ядре экстремальные, но недостаточные для поддержания дейтериевого синтеза, который превратил бы планету в коричневый карлик. Была сформирована горнодобывающая компания Grayson Manufactories Ltd. для добычи ресурсов Барада. Флотилии прибывают и уходят для перекачки летучих веществ, а также нанимают шахтеров по контракту.",,,
planet_barad_pirates,CUSTOM,"В основном состоит из газов водорода и гелия. Температура и давление в ядре экстремальные, но недостаточные для поддержания дейтериевого синтеза, который превратил бы планету в коричневый карлик. Атмосфера вспыхивает, когда пиратские флотилии встречаются и сражаются насмерть: за честь, лидерство, права на редкие артефакты и чтобы развеять скуку.",,,
planet_barad_sindrian_diktat,CUSTOM,"В основном состоит из газов водорода и гелия. Температура и давление в ядре экстремальные, но недостаточные для поддержания дейтериевого синтеза, который превратил бы планету в коричневый карлик. Министерство труда следит за регулярным функционированием газового гиганта, где была введена система бонусов для шахтеров, превышающих квоту. Сказочные призы включают двойной паек, роскошный паек (алкоголь, сигареты и т. д.) и даже разрешение на воспитание детей.",,,
planet_barad_tritachyon,CUSTOM,"В основном состоит из газов водорода и гелия. Температура и давление в ядре экстремальные, но недостаточные для поддержания дейтериевого синтеза, который превратил бы планету в коричневый карлик. Корпоративная штаб-квартира ввела конкуренцию между филиалами, в результате чего те, кто показывают плохие результаты, сталкиваются со значительными штрафами, чтобы стимулировать производительность. Руководство ввело политику открытых дверей для тех, у кого есть проблемы, которых они будут выталкивать в космос.",,,
,,,,,
planet_warion_hegemony,CUSTOM,"Из-за отсутствия атмосферного озонового слоя радиация от близлежащей звезды разрушает поверхность этого мира. Нет значительной геологической активности. Нет коренных форм жизни. Что касается всех аномальных материалов в Персейском секторе, то одна конкретная организация готова предотвратить нанесение ими вреда тому, что осталось от столь хрупкого человечества. На этой конкретной луне находится Аванпост Сарсапарель, предназначенный для хранения уничтоженных аномалий, относительно безопасное место.",,,
planet_warion_independent,CUSTOM,"Из-за отсутствия атмосферного озонового слоя радиация от близлежащей звезды разрушает поверхность этого мира. Нет значительной геологической активности. Нет коренных форм жизни. Небольшое государство управляет этим бесплодным миром, где отличительный скафандр стал символом свободы. Союз Вариона имеет совет, избираемый непосредственно жителями каждого коммунального купола, который собирается для решения таких вопросов, как санкционирование строительства новых жилищ, предварительная внешняя торговля и защита от сил, желающих расширить свои границы.",,,
planet_warion_luddic_church,CUSTOM,"Из-за отсутствия атмосферного озонового слоя радиация от близлежащей звезды разрушает поверхность этого мира. Нет значительной геологической активности. Нет коренных форм жизни. Здесь живет Блэйд, бывший Рыцарь Ладда и директор Колледжа Барда. На этой луне можно найти общину, тепло и одну из самых больших коллекций музыки со всего сектора, необходимую для любого начинающего музыканта. Подземные пещеры, представленные на Варионе, уникальны для Сектора и придают глубокий и красивый резонанс большей части музыки, производимой внутри.",,,
planet_warion_luddic_path,CUSTOM,"Из-за отсутствия атмосферного озонового слоя радиация от близлежащей звезды разрушает поверхность этого мира. Нет значительной геологической активности. Нет коренных форм жизни. Глубокие хранилища содержат различную флору и фауну, произрастающую в Персейском секторе, сохраняя их на случай, если их родные миры будут осквернены менее верными гражданами звезд. Красота великолепного творения Лудда должна быть защищена от разрушения теми, кому нет до этого дела.",,,
planet_warion_persean,CUSTOM,"Из-за отсутствия атмосферного озонового слоя радиация от близлежащей звезды разрушает поверхность этого мира. Нет значительной геологической активности. Нет коренных форм жизни. На Варионе расположено несколько поселений и научных объектов. Среди лабораторий есть веселая группа ""Клуб зеленых пальцев"", занимающаяся воссозданием давно утерянных староземных сортов растений.",,,
planet_warion_pirates,CUSTOM,"Из-за отсутствия атмосферного озонового слоя радиация от близлежащей звезды разрушает поверхность этого мира. Нет значительной геологической активности. Нет коренных форм жизни. Состоящие из спящих эпохи Доминиона с независимым характером, эти бывшие колонисты были пробуждены от криостазиса компанией ""Триа-Такьон"". Узнав, что они задолжали компании значительный долг за эту услугу в виде труда или живой ткани, произошли вооруженные беспорядки. Так начался ""Синдикат"".",,,
planet_warion_sindrian_diktat,CUSTOM,"Из-за отсутствия атмосферного озонового слоя радиация от близлежащей звезды разрушает поверхность этого мира. Нет значительной геологической активности. Нет коренных форм жизни. Здесь находится студия 801, на съемочных площадках этой луны были созданы любимые классические произведения, такие как ""Аскония - наш дом"" и ""Смерть героя"". Министерство патриотизма курирует все аспекты производства, время от времени реквизируя корабли для аутентичного воссоздания сражений.",,,
planet_warion_tritachyon,CUSTOM,"Из-за отсутствия атмосферного озонового слоя радиация от близлежащей звезды разрушает поверхность этого мира. Нет значительной геологической активности. Нет коренных форм жизни. В этом мире находится Alpha-Chan Studios (дочерняя компания Tri-Tachyon LTD), небольшая компания, занимающаяся разработкой сим-игр.",,,
,,,,,
planet_gilead_hegemony,CUSTOM,"В жизни верующих мало что изменилось. Церковь все еще существует в определенном качестве на земле обетованной детей Ладда, но ее руководство ограничивается местными общинами. Священники отчитываются перед планетарным администратором и решениями военного совета по всем вопросам. Воды все еще чисты, дичь все еще в изобилии; были приняты меры для сохранения жемчужины человечества.",,,
planet_gilead_independent,CUSTOM,"Зеленая жемчужина веры гудит от волнения, транспортные шаттлы доставляют паломников на поверхность и обратно. В то время как индустриализация идет медленно, из хранилища терранских реликвий, хранящихся в Галааде, вырывается огромный взрыв религий. Сотни вероисповеданий находят новых последователей, в то время как чрезвычайный совет предупреждает граждан об опасности, которую представляют собой культы. Официально религия ограничена от правительства, однако многие члены совета хвастаются своей верой, закладывая основу для постоянной администрации. Боги, как старые, так и новые, встречаются в этой Мекке Персейского сектора.",,,
planet_gilead_luddic_path,CUSTOM,"Мертвецы болтаются на уличных фонарях, замаскированные приспешники Истинного Пути на каждом углу города, а из громкоговорителей ежечасно раздается Истина. Патеры с большей свирепостью, чем можно было ожидать, набросились на обитателей церкви в их доме, показательно наказывая тех, кто пошел на компромисс или питал симпатию к неверным. Верховный крестоносец не предлагает никакого искупления, кроме чистой смерти, ибо это последние времена.",,,
planet_gilead_persean,CUSTOM,"Колониальные корабли почти ежедневно покидают орбиту Галаада, направляясь куда угодно, только не в разрушенный мир земли обетованной. Сейчас, будучи членом Лиги, за реальный контроль над планетой борются три видные фракции Лиги, которые ведут открытую войну на планете за полное экономическое владение огромными полями продовольствия, сжигая то, что не могут забрать. Все, что важно для новоиспеченных гражданских лиц Лиги, это то, что их храмы теперь являются полевыми аванпостами, их дома - склепами, их поля горят в огне. Единство досталось ценой огромных жертв.",,,
planet_gilead_pirates,CUSTOM,"Некогда прекрасный мир-сад Галаад был захвачен тем, что верующие Ладдита считают безбожными варварами. Сборище наемных групп, в настоящее время грабящих планету, не заботятся об управлении, а просто берут все, что могут, и продают это, прежде чем сбросить рушащиеся руины и разрозненных выживших на любого достаточно глупого, чтобы купить кусочек рая. Целые леса тлеют, а дороги наливаются кровью, когда верующие прячутся от налетчиков или сражаются за то немногое, что осталось от их дома. Все распадается; центр не может удержаться; чистая анархия развязана в мире. Всему приходит конец.",,,
planet_gilead_sindrian_diktat,CUSTOM,"Земля обетованная окутана шалью дыма, тяжелая промышленность вытесняет коммуны, Министерство окружающей среды находит новые способы эксплуатации природного чуда Галаада во имя производительности. Образы Ладда вынесены на улицы и разбиты, заменены бетонными формами Льва Синдрии. По мере того как местная фауна и флора вымирают, их заменяют новые гибридные образцы из лабораторий Министерства науки и технологий. Для верующих это хуже, чем времена Конца Света, потому что этой новой эре не видно конца. Бог в помощь нам всем.",,,
planet_gilead_tritachyon,CUSTOM,"Сияющие столбы стекла и стали извергаются из планеты, как раковые новообразования, а обитающие в них дьяволы повторяют осквернение, изгнавшее человечество со Старой Земли. Фермы выкупаются новыми олигархами, и корпоративные граждане Галаада оказываются вынуждены предпринимать экстремальные действия, чтобы сохранить свои дома, свой образ жизни. Корпоративные силы умиротворения теперь регулярно обмениваются огнем со свежими ячейками Патеров, и конфликту не видно конца.",,,
planet_gilead_neutral,CUSTOM,"Венец Пути Пилигрима и любимый верующими Ладдита, Галаад - это рай, по слухам, соперничающий со Старой Землей - тем, что было даровано человечеству Богом; то, что человечество осквернило; откуда человечество было, в грехе, изгнано страдать среди звезд. Небольшие племена человечества существуют в простых условиях на его поверхности, оставляя мир в первозданном виде. С орбиты можно было бы искренне поверить, что планета не тронута человеческими руками.",,,
nex_planet_gilead_pked,CUSTOM,"Венец Пути Пилигрима и любимый верующими Ладдита, Галаад когда-то был раем, по слухам, соперничающим со Старой Землей, чью судьбу он теперь разделяет. Пыльные бури омывают руины жилищ и соборов Ладдита, отбеливая кости павших, невинные наказываются за грехи виновных.",,,
,,,,,
planet_asher_hegemony,CUSTOM,"Ашер - смертельно холодный и сухой мир покаяния и труда. Апокалиптические пыльные бури застилают жестокое небо, окрашивая солнце сначала в кроваво-красный цвет, прежде чем превратить его в бесцельное сияние, которое не дает ни тепла, ни утешения. Вся тяжелая промышленная база Галаада была перенесена сюда во время Ладдитского Пробуждения Церковью, всегда практичной. Храмы веры остаются, личные святыни нетронуты под властью Гегемонии, но никаких намеков на перепрофилирование верфей Ашера не было сделано. Те, кто отказываются строить военные корабли, увольняются с работы, но никого не арестовывают, так как это нарушит мир. Только благодаря единству цели можно выиграть вечную войну, за сектор, за человечество.",,,
planet_asher_independent,CUSTOM,"Ашер - смертельно холодный и сухой мир покаяния и труда. Апокалиптические пыльные бури застилают жестокое небо, окрашивая солнце сначала в кроваво-красный цвет, прежде чем превратить его в бесцельное сияние, которое не дает ни тепла, ни утешения. Вся тяжелая промышленная база Галаада была перенесена сюда во время Ладдитского Пробуждения Церковью, всегда практичной. С тех пор эти фабрики и лаборатории были захвачены CyberSun Industries, высококонкурентной исследовательской и производственной компанией, чьи разработки заставили некоторых говорить об интеллектуальной краже, но, как гласит девиз компании, нет ничего нового под солнцем.",,,
planet_asher_luddic_path,CUSTOM,"Ашер - смертельно холодный и сухой мир покаяния и труда. Апокалиптические пыльные бури застилают жестокое небо, окрашивая солнце сначала в кроваво-красный цвет, прежде чем превратить его в бесцельное сияние, которое не дает ни тепла, ни утешения. Вся тяжелая промышленная база Галаада была перенесена сюда во время Ладдитского Пробуждения Церковью, всегда практичной. Производство звездолетов перешло от тех, которые требовались для грузов и их защиты, к чисто военной промышленности, грех, за который платят самым чистым бичеванием плоти и души, как это требуется в такие времена. В крови и молитве нечестивая сталь освящается, закованные в кандалы грешники зарабатывают искупление, латая разбитые красно-зеленые корпуса.",,,
planet_asher_persean,CUSTOM,"Ашер - смертельно холодный и сухой мир покаяния и труда. Апокалиптические пыльные бури застилают жестокое небо, окрашивая солнце сначала в кроваво-красный цвет, прежде чем превратить его в бесцельное сияние, которое не дает ни тепла, ни утешения. Вся тяжелая промышленная база Галаада была перенесена сюда во время Ладдитского Пробуждения Церковью, всегда практичной. Дом Макмилланов, знатный род среднего класса из Саддена, владеет и председательствует как на планете, так и на ее промышленной базе. В то время как его глава объявляет Ладда ложным идолом и приказывает арестовывать ладдитов, солдаты Дома мало обращают на это внимания, поскольку он заболел и ослаб. Вместо этого население и стрелки Дома Макмилланов слушают его благородного сына, скромного и верного человека, который прислушивается к желаниям и потребностям своих подданных.",,,
planet_asher_pirates,CUSTOM,"Ашер - смертельно холодный и сухой мир исследований и прагматизма. Апокалиптические пыльные бури застилают жестокое небо, окрашивая солнце сначала в кроваво-красный цвет, прежде чем превратить его в бесцельное сияние, которое не дает ни тепла, ни утешения. Вся тяжелая промышленная база Галаада была перенесена сюда во время Ладдитского Пробуждения Церковью, всегда практичной. Ладдитское лицемерие уступило место холодной практической истине, поскольку теперь доминирующие Охотники за технологиями заявили, что единственный способ двигаться вперед - это в полной мере использовать достижения утраченной эпохи. Используя Ашер в качестве своей базы операций, группа не особо беспокоится о том, откуда они берут свои припасы и технологии; из увядших рук древних мертвецов или из капающей свежей крови проезжающих капитанов конвоев. Вперед, не думая о цене.",,,
planet_asher_sindrian_diktat,CUSTOM,"Ашер - смертельно холодный и сухой мир покаяния и труда. Апокалиптические пыльные бури застилают жестокое небо, окрашивая солнце сначала в кроваво-красный цвет, прежде чем превратить его в бесцельное сияние, которое не дает ни тепла, ни утешения. Вся тяжелая промышленная база Галаада была перенесена сюда во время Ладдитского Пробуждения Церковью, всегда практичной. В то время как ладдиты терпели такую промышленность ради высшей цели, они возмущались тем, что трудятся на лжепророка, столь гордого и слепого. В то время как Министерство труда повышает квоты, а гвардейцы Министерства порядка продолжают избивать разъяренную толпу, население разделяет вызывающее послание. ""Мы должны не соглашаться"".",,,
planet_asher_tritachyon,CUSTOM,"Ашер - смертельно холодный и сухой мир разбитых мечтаний и тяжелого труда. Ужасные пыльные бури застилают жестокое небо, окрашивая солнце сначала в кроваво-красный цвет, прежде чем превратить его в бесцельное сияние, которое не дает ни тепла, ни утешения. Вся тяжелая промышленная база Галаада была перенесена сюда во время Ладдитского Пробуждения Церковью, всегда практичной. Верфи и трущобы разросшихся промышленных предприятий оживают благодаря голографической рекламе, а рабочие, сжимая свои грязные чеки, направляются к своим жилым блокам или в местный притон порока, испорченные выбором.",,,
planet_asher_neutral,CUSTOM,"Ашер - смертельно холодный и сухой мир сломанных небес и разрушенных домов. Апокалиптические пыльные бури застилают жестокое небо, окрашивая солнце сначала в кроваво-красный цвет, прежде чем превратить его в бесцельное сияние, которое не дает ни тепла, ни утешения. Вся тяжелая промышленная база Галаада была перенесена сюда во время Ладдитского Пробуждения Церковью, всегда практичной. Фабрики затихли, жилые блоки больше не светятся теплом общины, те, кто не сбежал с опустошенного мира, теперь борются за свое выживание, поскольку ресурсы становятся все более скудными.",,,
,,,,,
planet_mairaath_hegemony,CUSTOM,"Troop transports touched down in the guts of the vast metropolises once filled with life on Mairaath. Scores upon scores of marines secured settlements, citing Domain emergency law for the annexation of the corpse world. Some had great resentment for those who struck down the Mayasuran Navy, others were simply glad for the rations, increased patrols, and restoration of common law. The Children of Mayasura carry the resentment of their ancestors, striking at Hegemony patrols where they can in the great desert.",,"Humanity slowly trickles from the ruins of the dead cities, boarding transports to deliver them to pre-fabricated shelters and entire townships. Against the storms, the Hegemony stands strong, united by those willing to fight for a better future.",
planet_mairaath_independent,CUSTOM,"The largest central powers on Mairaath exist in high-walled city states, with forms of governance ranging widely, from elected councils to iron-fisted warlords. The New Mayasuran Republic promotes the ideals of democracy and free trade, President Harrison using force and diplomacy in equal hand, hoping to rejoin the Persean League once gaining complete control. Father Theodore of the Luddic Church attempts to unite the settlements via mutual aide and strong community bonds. Major Saul of the Hegemony controls The Rowdy Boys, who are dug in like militant ticks in the Azure Desert, and is known to deal fairly with those he seeks to annex.  Most factions remain within their own borders, yet guilds and businesses such as the Road Couriers have established presence in multiple territories.",,"Life for Mairaath residents is dependent on where they reside planetside; residents of City One find life is safe and structured yet highly regimented under the rule of the Hegemony. Within the Crystal Oasis, all work together under shared conditions to contribute to those in need of the Church. Those in the Central Nexus, and Republic settlements like it, must compete in an economic model promising prosperity for those who work hard. The defense fleets orbiting Mairaath are a cabal of spaceborne merchants, all actively keeping the factions in balance to continue exploiting easy trade with the survivors.",
planet_mairaath_luddic_church,CUSTOM,"The faithful must carry both their burdens and those of sinners, and this was the guiding principle as the Church of Galactic Redemption took ownership of Mairaath. The shameful actions of the Luddic Path are paid for in the humanitarian efforts of the Church, who guard the desert dwellers from bandits and the megastorms of this writhing ghoulish planet. To many these actions do not redeem the followers of Ludd, and the militant Sons of Order harass their convoys with a determined vengeance.",,"Castles of stone brick and shelters of worn wood are built by hand, where both guardians and subjects live an existence of virtue. The Church offers salvation for those willing to believe in Ludd, and those willing to believe in themselves.",
planet_mairaath_luddic_path,CUSTOM,"Mairaath moaned as its grave was disturbed by those who dug it over a century prior, shuttles touching down in the violent storms with what seemed to its residents the weight of apocalyptic prophecy. The High Crusader has claimed domain over all known settlements, from dusty villages to sprawling cities, in the name of Ludd. Enforcers of the True Path walk every street, as priests proclaim the necessary destruction of the false idol the citizenry live upon. To dwell in the bones of the devil is to earn redemption for their forebears. The slaves in the stone quarries are known to feel differently, as are the anti-slavery Stormriders who strike at Path patrols in the great desert.",,"The magnificent ruins of the past teem with moored lanterns and shuffling life, Enforcers and Stormriders clashing in the dunes and the collapsed metro. The apocalypse is now, and only through complete submission of the self will Humanity earn redemption.",
planet_mairaath_pirates,CUSTOM,"The scrap fortresses and walled market towns of Mairaath all fall under the claim of Eternal Emperor Mudra, whose Murderboys enforce his will in massive convoys armed with an array of ramshackle defensive measures, traveling between settlements to collect tithes of food, fuel, water, and servants. Mudra pays his own tithes to the visiting fleets of privateers, who are glad to permit him his private kingdom as long as demands are met. The Dust Runners do not approve of the state of Mairaath in the slightest, blowing convoys and liberating slaves to the frustration of Mudra, and annoyance of his superiors.",,"On the backs of the chained Mudra builds his empire, breaking apart old steel to reforge the cities that once stood to defy the galaxy and its machinations. Such ego and its actions will attract dissent, and the Dust Runners occupy outposts in caves and forests, striking with impunity at the figure of cruel authority it presents. It feels to many on Mairaath that such an impasse might exist ad infinitum, both sides so determined on their way of life; but all things must come to an end, and with outside interests looming in, all can feel the end approaching.",
planet_mairaath_sindrian_diktat,CUSTOM,"Life on Mairaath has changed drastically under the rule of the Diktat. Unity has come to the planet under The Lion of Sindria, with eyes in the sky and Ministry buildings in every city. Greater productivity has come at the introduction of new gigantic rodents from the Ministry of Science and Technology, beasts of labor which have become commonplace in markets and labor camps. To many, the distinction between the Diktat and Hegemony is trivial, and old grudges are held by the Desert Guard who strike at Diktat patrols where weakness shows itself.",,"Drab concrete tenements are erected and apartments distributed via the Ministry of Social Care, as the Ministry of Order oversees the directed labor of criminal offenders in rebuilding society on the remains of their once mighty empire. The Diktat is the future of humanity, and while the Desert Guard and their ilk may hide in the ruins and wilderness, they cannot stop progress. One day soon, there will be no wilderness left to hide in.",
planet_mairaath_tritachyon,CUSTOM,"Mairaath had lain in ruin for over a century, when shining shuttles dispatched corporate security to secure existing population centers. With the new planetary governor announcing projects to terraform the planet once more, many were exuberant to help. The Red Marauders begged to differ, claiming Tri-Tachyon conducted human testing, and have dug mass graves deep in the frigid desert. This is of course untrue; they are simple bandits looking to justify their greed.",,"In the charred bones of the dead planet, fresh cities are erected with cheerful advertisements plastered across the gleaming metal walls. Tri-Tachyon, a bright new future for Humanity.",
planet_mairaath_neutral,CUSTOM,"Mairaath was devastated by a coordinated Luddic Path operation in cycle 82 which turned its awesome orbital station-cities into weapons thrown against the fantastically terraformed surface. What remains is a charred and broken world, the carefully nurtured weather patterns of the great Mayasuran terraforming cabal transformed into nightmarish storms that circle the globe, forever stirring the ashes of a murdered world. Without the support of the Persean League, the world has gone from death to undeath, its frothing, violent thrashing ever more common.",,"Even after its apocalyptic ruin, humanity still clings to the surface of Mairaath, huddled in the broken shells of great cities brought low, blasted by unending storms. Little central authority exists in Mairaath, scavengers and bandits traveling in nomadic fashion among the ruins.",
,,,,,
planet_culann_hegemony,CUSTOM,"The oldest of the famous mines of Culann were converted shortly after the Collapse into a major Tri-Tachyon military base which projected power throughout the inner Hybrasil system and into the neighbouring systems. After the Hegemony secured the planet, units were sent into the deepest arsenals to reveal what fabulous weapons the corporation hoarded. Within those gleaming chambers, abject cruelty was discovered, living bodies donated to science without consent, artificial gods painting with sinew and bone. These were not spoils Command believed should exist, let alone be used. All Tri-Tachyon weapon projects were terminated, along with their criminal directors and the maddened cores that fueled them.",,,
planet_culann_independent,CUSTOM,"The oldest of the famous mines of Culann were converted shortly after the Collapse into a major Tri-Tachyon military base which projected power throughout the inner Hybrasil system and into the neighbouring systems. Following the dissolution of Culaan's corporate charter, a small subsidiary soon filled the power vacuum, Donk Corporation established itself as a serious contender in easy personal meals.",,"Led by an unseen CEO known as Earl, they seem obsessed with the sensation of perfect taste that eludes them. In most public interviews, intent has been stated to introduce fast acting medicine, mutagen, and ever more increasingly improbable ingredients into the company's famous Donk Pockets. Every bite a tasty surprise, Donk Co.",
planet_culann_luddic_church,CUSTOM,"The oldest of the famous mines of Culann were converted shortly after the Collapse into a major Tri-Tachyon military base which projected power throughout the inner Hybrasil system and into the neighbouring systems. The Knights of Ludd plunged into the deepest arsenals, and wept at the travesty within. Those responsible for the human suffering discovered in those unholy halls were consecrated with fire, their dark gods made manifest launched into the burning fury of Hybrasil.",,"The structure was carefully collapsed, as prayers were uttered for the souls of the victims, their captors, and the twisted intellect that guided them. Never again shall man suffer by his neighbor's hand for power, for profit. May God forgive humanity for the darkness it dared grasp forever unto following the Collapse.",
planet_culann_luddic_path,CUSTOM,"The oldest of the famous mines of Culann were converted shortly after the Collapse into a major Tri-Tachyon military base which projected power throughout the inner Hybrasil system and into the neighbouring systems. The corruption ran deep in the halls of that heretical abyss, the crusaders within shaken as they returned to the surface. Before the captain-general followed her squad into the silent night, her report demanded that it never be entered again, that it be destroyed utterly, affording no twisted legacy.",,"As per recommendation, an antimatter warhead was detonated with the captured scientists ushered in beforehand. A memorial has been erected in memory of the human lives wasted in the vain pursuit of legacy and power.",
planet_culann_persean,CUSTOM,"The oldest of the famous mines of Culann were converted shortly after the Collapse into a major Tri-Tachyon military base which projected power throughout the inner Hybrasil system and into the neighbouring systems. The House of Montaigne, a notable family of Madeira, leveraged their personal stake in the League fuel markets and the fact they contributed a significant amount of their personal guard to the taking of Culann to secure it for themselves.",,"The renamed Montaigne Memorial Institute is a place where all methods of extraction are acceptable, as long as information is retrieved. Electro-convulsive treatment is common in its halls, and it is rumored from escaped patients the facility is attempting to unlock the secrets of mind control.",
planet_culann_pirates,CUSTOM,"The oldest of the famous mines of Culann were converted shortly after the Collapse into a major Tri-Tachyon military base which projected power throughout the inner Hybrasil system and into the neighbouring systems. Seeking knowledge, Red-Eye Rasmus personally tore through the company loyalists guarding the AI chamber, his lieutenants following close behind. Red-Eye entered the chamber alone, and after a few minutes, a small arms discharge was heard. Entering the chamber, the lieutenants found their leader had slain the chamber core. With labored breath the scholar bemoaned it gave an unsatisfactory truth. The Culann Central Authority continues to post bounties for ""one that has the right answer.""",,,
